476	2.0510e-04	7.2503e-04	2.1454e-03
477	2.8055e-04	2.1976e-04	2.2121e-03
478	3.4717e-04	2.9754e-04	2.4815e-03
479	3.2134e-04	1.5748e-04	3.0258e-03
480	2.0928e-04	2.3867e-04	3.2534e-03
481	1.4057e-04	1.6440e-04	3.3174e-03
482	2.2555e-04	1.6050e-04	3.6022e-03
483	1.2466e-04	1.5558e-04	3.6107e-03
484	1.1646e-04	1.4031e-04	3.4656e-03
485	1.5214e-04	7.1550e-05	3.6583e-03
486	1.4671e-04	1.5373e-04	3.3575e-03
487	9.5819e-05	2.4628e-04	3.2802e-03
488	1.6122e-04	4.7164e-05	3.3840e-03
489	1.8491e-04	2.2560e-04	2.9897e-03
490	1.4314e-04	3.5190e-04	2.9970e-03
491	3.4113e-04	7.7662e-05	2.8270e-03
492	2.0159e-04	6.5104e-04	2.5735e-03
493	2.1677e-04	5.3328e-04	3.2778e-03
494	9.5929e-04	2.6791e-04	2.1924e-03
495	1.6276e-04	7.5956e-04	2.1536e-03
496	2.2420e-04	1.5588e-04	2.2654e-03
497	4.2012e-04	2.8278e-04	2.2307e-03
498	3.2238e-04	1.3756e-04	2.4604e-03
499	2.1929e-04	3.3158e-04	2.6128e-03
500	1.4049e-04	1.5574e-04	2.8653e-03
501	2.6929e-04	1.9810e-04	3.0989e-03
502	1.0805e-04	1.0392e-04	3.5368e-03
503	2.0805e-04	5.7110e-05	3.2976e-03
504	1.1800e-04	1.3329e-04	3.3150e-03
505	1.0140e-04	5.2916e-05	3.4448e-03
506	1.2947e-04	4.6729e-05	3.2757e-03
507	8.2048e-05	9.0312e-05	3.2884e-03
508	6.8982e-05	4.7535e-05	3.3568e-03
509	7.5403e-05	3.9787e-05	3.2693e-03
510	5.9392e-05	5.3357e-05	3.2624e-03
511	5.5800e-05	5.3078e-05	3.2181e-03
512	5.2006e-05	5.1341e-05	3.2009e-03
513	5.1038e-05	4.1920e-05	3.2453e-03
514	4.7429e-05	3.4633e-05	3.3015e-03
515	4.6124e-05	3.3580e-05	3.4131e-03
516	4.2450e-05	3.5575e-05	3.4953e-03
517	4.1859e-05	3.8932e-05	3.5922e-03
518	4.0357e-05	4.9331e-05	3.5847e-03
519	4.5632e-05	7.4160e-05	3.6238e-03
520	4.0843e-05	1.2631e-04	3.4933e-03
521	9.0989e-05	2.3753e-04	3.4018e-03
522	4.8221e-05	1.8945e-04	3.2708e-03
523	4.8748e-05	1.6261e-04	3.1493e-03
524	7.7876e-05	5.1286e-05	3.1945e-03
525	7.9090e-05	7.0188e-05	3.0153e-03
526	6.8187e-05	1.3195e-04	3.0255e-03
527	6.2950e-05	6.1106e-05	3.2139e-03
528	6.4703e-05	4.5983e-05	3.2105e-03
529	5.2601e-05	8.2347e-05	3.3840e-03
530	4.2675e-05	6.8067e-05	3.5059e-03
531	4.2279e-05	7.3639e-05	3.5670e-03
532	4.2326e-05	4.2475e-05	3.6315e-03
533	4.2499e-05	3.9402e-05	3.5867e-03
534	3.9170e-05	3.1898e-05	3.5652e-03
535	3.7771e-05	3.0842e-05	3.5281e-03
536	3.6419e-05	3.0304e-05	3.5139e-03
537	3.5775e-05	2.9709e-05	3.5165e-03
